epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
86,12371.3,0.55659,0.79833,0.00869,0.60882,0.50233,0.53618,0.30486,1.79324,1.88468,0.04307,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,12513.8,0.56135,0.8069,0.00872,0.6327,0.47008,0.52924,0.29952,1.79149,1.89977,0.043,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,12655.6,0.54975,0.77981,0.00863,0.60189,0.4916,0.52824,0.29931,1.78808,1.90371,0.04285,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,12798.2,0.55903,0.78872,0.00867,0.60545,0.48239,0.5299,0.3014,1.79264,1.90465,0.04298,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,12939.4,0.55813,0.78665,0.00866,0.60899,0.48919,0.53833,0.30683,1.79287,1.9063,0.04299,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,13082,0.53301,0.54913,0.0117,0.61378,0.48259,0.53094,0.30412,1.79707,1.88331,0.04311,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,13223,0.51883,0.49229,0.0112,0.64509,0.46788,0.52987,0.30254,1.79992,1.86848,0.04323,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,13364.6,0.51022,0.4706,0.01094,0.55938,0.50744,0.53499,0.30534,1.79825,1.86363,0.04314,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,13505.2,0.50528,0.44926,0.01077,0.5598,0.51387,0.53093,0.30345,1.79786,1.8616,0.04312,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,13647.4,0.49205,0.44812,0.01051,0.57948,0.50174,0.52936,0.30316,1.79808,1.86504,0.04314,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,13788.8,0.496,0.43494,0.01052,0.63898,0.47149,0.52967,0.30192,1.7976,1.88107,0.0431,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,13932.9,0.48565,0.42889,0.01033,0.62457,0.47844,0.52933,0.30255,1.80219,1.88509,0.04311,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,14077.2,0.4862,0.42822,0.01039,0.63262,0.47961,0.53029,0.30332,1.79899,1.89074,0.04304,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,14218.3,0.47864,0.4118,0.01023,0.60991,0.48114,0.52563,0.30128,1.80126,1.88985,0.04311,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,14359.5,0.47066,0.39753,0.00997,0.56166,0.50323,0.52447,0.30142,1.80012,1.89735,0.04303,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
